inst_id,OC,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
74,open,seoul,1,19940425,28.0,traditional_hospital,8872426915.0,964124895.0,7638919868.0,4488957824.0,19153521.0,216088892.0,204479315.0,72446781.0,0.0,1302114675.0,1186742960.0,2671059.0,97648359.0,8347311458.0,8178953358.0,2200500.0,0.0,6749131935.0,5759131935.0,4000000000.0,990000000.0,990000000.0,2900294198.0,0.0,8632333447.0,899417417.0,7616309072.0,4283770860.0,132492468.0,218881005.0,199357358.0,30218421.0,0.0,1002794432.0,891514383.0,0.0,80868500.0,8581435416.0,8368728596.0,25520500.0,0.0,5958277645.0,5956277645.0,4992758274.0,2000000.0,0.0,3625952203.0,0.0,,,
75,open,gyeongbuk,30,19980529,249.0,general_hospital,40485538992.0,0.0,38155097034.0,19365828922.0,2708324415.0,4972290235.0,331974734.0,24702819.0,41773319.0,7146109670.0,6312031337.0,4738034539.0,834078333.0,31591780617.0,29580149787.0,1620463850.0,0.0,31743390761.0,13879186020.0,4000000000.0,17864204741.0,4816590787.0,6994499526.0,4605417526.0,39135058238.0,0.0,36523815828.0,17990618386.0,2822023466.0,5259078312.0,440987617.0,107389328.0,66798236.0,7146293858.0,5931530446.0,3604655257.0,1214763412.0,31283270500.0,29955670020.0,841433500.0,0.0,31476838151.0,13571758700.0,5543887572.0,17905079451.0,8375386395.0,6952726207.0,4684644207.0,300.0,300.0,same
77,open,gyeongbuk,84,20070813,199.0,nursing_hospital,8520319018.0,489603680.0,7518263612.0,4598249389.0,20648206.0,409327374.0,177681043.0,0.0,123772558.0,837642749.0,799803379.0,749930732.0,37839370.0,7361808382.0,7244449230.0,81497820.0,0.0,6438049294.0,5183049294.0,3991000660.0,1260000000.0,205000000.0,1761401837.0,665969467.0,7098635900.0,362034237.0,6233968629.0,3716436763.0,19128855.0,399055505.0,178103206.0,0.0,122706384.0,1112035283.0,1077215983.0,903254823.0,34819300.0,7491063697.0,7330564741.0,132140780.0,0.0,6965469701.0,5634943723.0,3902941827.0,1330525978.0,280525978.0,1637629279.0,542196909.0,73.0,76.0,same
81,open,seoul,87,19980605,57.0,hospital,14717584270.0,0.0,13908695044.0,7926864654.0,49816088.0,764745600.0,720643772.0,24921279.0,69038435.0,3554141428.0,3343728987.0,166530.0,210412441.0,30433299811.0,29958304591.0,164383540.0,0.0,23326685163.0,8579119711.0,3849453470.0,14747565452.0,14536911032.0,10660756076.0,-437898144.0,13998259456.0,0.0,13177786628.0,7016920868.0,79093463.0,811141041.0,776276112.0,2912920.0,85512330.0,3635134795.0,3410960427.0,5032260.0,224174368.0,31053109705.0,30448730617.0,153253540.0,0.0,24096526859.0,9286351823.0,3849453470.0,14810175036.0,14630647836.0,10591717641.0,-506936579.0,119.0,137.0,same
83,open,jeonnam,56,20000929,114.0,hospital,15060003766.0,0.0,15074264045.0,8253147137.0,270096627.0,203222162.0,199592678.0,3654150.0,48960036.0,2086486219.0,1807214804.0,1538642198.0,279271415.0,12230093732.0,12217443732.0,12650000.0,0.0,7879246664.0,6826395749.0,3790000000.0,1052850915.0,618359290.0,6437333287.0,0.0,15165202412.0,0.0,14988833787.0,7910843159.0,325576389.0,321117210.0,230702235.0,7362110.0,173465694.0,2157779611.0,1875223654.0,1679565033.0,282555957.0,11777324736.0,11764674736.0,12650000.0,0.0,7519979281.0,3300808649.0,1138800000.0,4219170632.0,3715001000.0,6415125066.0,0.0,265.0,265.0,same
84,open,gyeonggi,88,20080702,214.0,nursing_hospital,11244193296.0,0.0,11208509517.0,5154797587.0,11631594.0,323712539.0,323712539.0,0.0,-276397166.0,3977699376.0,3903311705.0,2249237370.0,74387671.0,19793004043.0,19763004043.0,30000000.0,0.0,13071062162.0,9092238986.0,3750000000.0,3978823176.0,2984710000.0,10699641257.0,-1832358743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,201.0,same
87,open,gyeonggi,120,20130314,327.0,nursing_hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,203.0,same
92,open,busan,71,20170607,44.0,nursing_hospital,10332879273.0,4075620142.0,6000945161.0,3096380690.0,71250013.0,282249363.0,282249363.0,0.0,45314620.0,3099111191.0,3011335378.0,107685180.0,87775813.0,8631662392.0,6584465333.0,1624413700.0,0.0,9415585411.0,5156554423.0,3146525443.0,4259030988.0,4259030988.0,2315188172.0,450242092.0,10913297248.0,4397388724.0,5957357781.0,2801283770.0,51569602.0,249501380.0,246110192.0,0.0,360618965.0,2959040957.0,2910547165.0,108015100.0,48493792.0,8041705633.0,5683929442.0,1867513700.0,0.0,8622036258.0,4456687744.0,2291334051.0,4165348514.0,4165348514.0,2378710332.0,513764252.0,75.0,75.0,same
93,open,busan,64,19930807,0.0,nursing_hospital,9351426263.0,723786841.0,8059646319.0,4910779768.0,62323554.0,467693492.0,467191632.0,0.0,162623165.0,1961000465.0,1926763807.0,1692425170.0,34236658.0,14757453626.0,14600170271.0,26389900.0,0.0,12048841912.0,5248841912.0,3126127540.0,6800000000.0,6800000000.0,4669612179.0,0.0,9550095070.0,812590463.0,8034745692.0,4952307410.0,24817670.0,481110124.0,477990698.0,0.0,246466461.0,2972277050.0,2947972395.0,1695306257.0,24304655.0,14536850721.0,14421003671.0,36389900.0,0.0,13002138757.0,5920363803.0,4295801219.0,7081774954.0,6800000000.0,4506989014.0,0.0,108.0,108.0,same
94,open,gangwon,128,20031201,244.0,nursing_hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,open,busan,64,20170602,128.0,nursing_hospital,523640550.0,23067726.0,835577490.0,564463637.0,7534205.0,52630597.0,52630597.0,0.0,-380101058.0,607366165.0,595391402.0,1015000.0,11974763.0,3629703850.0,3629703850.0,0.0,0.0,3513950273.0,3342068583.0,2918153230.0,171881690.0,171881690.0,723119742.0,723119742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,,
97,open,incheon,141,20100402,50.0,hospital,2089793782.0,81928186.0,2303371410.0,1390205928.0,8299316.0,293352238.0,186562547.0,0.0,-580558736.0,1484001044.0,1473800649.0,784174565.0,10200395.0,4812822788.0,4408411872.0,357370000.0,0.0,3647547073.0,3307047073.0,2915000001.0,340500000.0,235500000.0,2649276759.0,0.0,2137218430.0,108726675.0,2423469572.0,1493962099.0,7767695.0,168582156.0,164793805.0,0.0,-555792278.0,1494537284.0,1467852883.0,716542309.0,26684401.0,4797834128.0,4370713212.0,380080000.0,0.0,3062535917.0,2744535917.0,2249808823.0,318000000.0,213000000.0,3229835495.0,0.0,44.0,46.0,change
98,open,ulsan,123,20140717,172.0,nursing_hospital,5338937478.0,1498712671.0,3296498121.0,1695917464.0,7942060.0,122534759.0,105166560.0,35099630.0,394034357.0,1287015412.0,1277169133.0,625719777.0,9846279.0,5599396982.0,5549396982.0,50000000.0,0.0,4469770631.0,3811091234.0,2910000000.0,658679397.0,0.0,2416641763.0,0.0,4292056513.0,1368412899.0,2544745103.0,1430368025.0,2658374.0,100516853.0,100516773.0,0.0,281040032.0,744813049.0,733945814.0,389938820.0,10867235.0,5895246375.0,5745246375.0,150000000.0,0.0,4617452018.0,4364713622.0,2910000000.0,252738396.0,0.0,2022607406.0,0.0,72.0,63.0,same
99,open,seoul,83,19880115,63.0,hospital,10281606016.0,2270407008.0,8751409643.0,4798388897.0,330538133.0,129910642.0,88722194.0,0.0,-539583144.0,6632275493.0,6601634625.0,1421173019.0,30640868.0,12148852090.0,10411926114.0,1072095460.0,0.0,5929452964.0,4877551408.0,2890000000.0,1051901556.0,0.0,12851674619.0,0.0,11905975871.0,2779799212.0,9099226060.0,5071808378.0,369899136.0,191890911.0,89825756.0,57965468.0,146993356.0,6498841758.0,6469252304.0,1421091580.0,29589454.0,12473651150.0,10750224508.0,1079489460.0,0.0,5581235145.0,4339168084.0,2650000000.0,1242067061.0,0.0,13391257763.0,0.0,129.0,140.0,same
100,open,daegu,40,19990701,80.0,hospital,4525975868.0,308186399.0,4468341830.0,2189473430.0,375868942.0,99977874.0,56733323.0,17422060.0,7916647.0,453610063.0,436188645.0,246233890.0,17421418.0,9829403534.0,8998862223.0,9208000.0,0.0,7047394204.0,3215745735.0,2858180271.0,3831648469.0,2000000000.0,3235619393.0,1971151763.0,4204042980.0,346489500.0,4104618408.0,1894900420.0,560722579.0,171454673.0,57557678.0,133930110.0,8272868.0,447307843.0,426165409.0,284961700.0,21142434.0,9962470527.0,9206658228.0,9208000.0,0.0,7182075624.0,3191315042.0,2813782587.0,3990760582.0,2000000000.0,3227702746.0,1963235116.0,67.0,62.0,same
104,open,gyeonggi,80,20120518,0.0,clinic,2600028478.0,214725510.0,2483782477.0,1095680958.0,2805112.0,82605287.0,80922413.0,4380801.0,-182660485.0,458798457.0,456218457.0,173719627.0,2580000.0,5558842539.0,5170827369.0,111538580.0,0.0,4331665718.0,3945956569.0,2620000000.0,385709149.0,0.0,1685975278.0,76602878.0,2657993680.0,261897486.0,2286048968.0,942778480.0,5823997.0,90478531.0,89763279.0,1100690.0,24292002.0,584347035.0,581367035.0,248555642.0,2980000.0,5516948289.0,5164826932.0,61138580.0,0.0,4232659561.0,3818990199.0,2730000000.0,413669362.0,0.0,1868635763.0,259263363.0,40.0,40.0,same
106,open,jeonbuk,26,20030710,182.0,nursing_hospital,4131857876.0,143611800.0,3529097014.0,2198043355.0,56630198.0,228194537.0,113598011.0,22221340.0,265363383.0,1970952253.0,1963786853.0,0.0,7165400.0,3553690709.0,2749986147.0,527179060.0,0.0,2803885092.0,2793826477.0,2590000000.0,10058615.0,0.0,2720757870.0,0.0,3318141151.0,144310353.0,2982098323.0,1709276338.0,58244152.0,164510269.0,91316429.0,13350570.0,72115788.0,1694658561.0,1686307261.0,0.0,8351300.0,3451466150.0,2778450995.0,410506320.0,0.0,2658296224.0,2632717442.0,2442950671.0,25578782.0,0.0,2487828487.0,0.0,85.0,74.0,same
107, close,jeonbuk,26,19990805,,traditional_hospital,4131857876.0,143611800.0,3529097014.0,2198043355.0,56630198.0,228194537.0,113598011.0,22221340.0,265363383.0,1970952253.0,1963786853.0,0.0,7165400.0,3553690709.0,2749986147.0,527179060.0,0.0,2803885092.0,2793826477.0,2590000000.0,10058615.0,0.0,2720757870.0,0.0,3318141151.0,144310353.0,2982098323.0,1709276338.0,58244152.0,164510269.0,91316429.0,13350570.0,72115788.0,1694658561.0,1686307261.0,0.0,8351300.0,3451466150.0,2778450995.0,410506320.0,0.0,2658296224.0,2632717442.0,2442950671.0,25578782.0,0.0,2487828487.0,0.0,85.0,74.0,same
108,open,jeonbuk,26,20141223,150.0,nursing_hospital,2779983400.0,99198923.0,2492878526.0,1753765469.0,21915577.0,16503332.0,1041483.0,0.0,193318196.0,356233719.0,337601968.0,277795141.0,18631751.0,2047082065.0,2047082065.0,0.0,0.0,854711207.0,834233939.0,100000000.0,20477268.0,20477268.0,1548604577.0,1548604577.0,680456090.0,0.0,1075183311.0,632027140.0,14893.0,1291.0,0.0,0.0,-394713619.0,246786156.0,245071635.0,199624125.0,1714521.0,1970731865.0,1970231865.0,500000.0,0.0,862231640.0,862231640.0,100000000.0,0.0,0.0,1355286381.0,1355286381.0,81.0,87.0,change
109,open,seoul,79,20120501,0.0,dental_clinic,15472543033.0,9405840570.0,5046172942.0,2268689456.0,42491802.0,403788486.0,398976016.0,425828.0,658807009.0,5788889613.0,5605380360.0,3977685248.0,183509253.0,13438186014.0,12751732448.0,464715970.0,0.0,12805430556.0,5953852404.0,2550000000.0,6851578152.0,6851578152.0,6421645071.0,0.0,13747537565.0,8660039908.0,4611549526.0,2099717546.0,8589077.0,467405759.0,415645399.0,0.0,17131449.0,3685664910.0,3516971530.0,2622831041.0,168693380.0,14931977213.0,14251469415.0,465705970.0,0.0,12854804061.0,5736049364.0,2361425349.0,7118754697.0,7118754697.0,5762838062.0,0.0,107.0,109.0,same
110,open,gyeonggi,121,20161212,44.0,nursing_hospital,1327195400.0,166222201.0,1508852866.0,922694934.0,1423463.0,79881208.0,78679546.0,0.0,-426337412.0,219419348.0,155957598.0,118702089.0,63461750.0,5323411259.0,5304170259.0,19241000.0,0.0,2993869156.0,2993869156.0,2480000000.0,0.0,0.0,2548961451.0,-544038549.0,0.0,0.0,110395413.0,53086198.0,165341.0,7471065.0,6151065.0,0.0,-117701137.0,318992446.0,313510710.0,0.0,5481736.0,4981329076.0,4964863076.0,16466000.0,0.0,2325022659.0,2325022659.0,2200000000.0,0.0,0.0,2975298863.0,-117701137.0,35.0,20.0,same
112,open,daejeon,49,20070807,132.0,nursing_hospital,15070077600.0,0.0,10026744651.0,8254975729.0,217378678.0,1573829241.0,222787238.0,163215150.0,3523667236.0,3471877338.0,3403546818.0,1712145390.0,68330520.0,27559226350.0,27485444816.0,0.0,0.0,15555678536.0,3904864429.0,2434421224.0,11650814107.0,5636250000.0,15475425152.0,3563084070.0,14537733060.0,0.0,12258698120.0,7583105273.0,237409590.0,1591169700.0,155979075.0,106636070.0,818638760.0,7087079110.0,7037251955.0,1545520714.0,49827155.0,19634620463.0,15943965904.0,3634028859.0,0.0,11506707690.0,1548894943.0,0.0,9957812747.0,5027500000.0,15214991883.0,3033850801.0,222.0,222.0,same
113,open,gyeonggi,98,20010731,55.0,hospital,7159764865.0,832825694.0,6627242639.0,3395363456.0,61155355.0,160888732.0,125918455.0,0.0,-400036845.0,1195640375.0,1151504910.0,779656103.0,44135465.0,3980481498.0,3219379298.0,761102200.0,0.0,3974333153.0,3974333153.0,2426320000.0,0.0,0.0,1201788720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,same
115,open,incheon,139,20160905,162.0,nursing_hospital,0.0,265274943.0,3842204420.0,2421379210.0,5907393.0,571739774.0,568306683.0,0.0,-4673311744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574646193.0,447422650.0,148647.0,129858994.0,127259404.0,0.0,-704356540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,same
116,open,gyeongnam,101,19960513,243.0,general_hospital,24790401182.0,5253050023.0,20489861383.0,13945216575.0,657929005.0,171427187.0,109311923.0,0.0,-466008406.0,4857281921.0,4668454383.0,73851592.0,188827538.0,13740224185.0,13334145359.0,0.0,0.0,11766846773.0,10297013472.0,2400000000.0,1469833301.0,150000000.0,6830659333.0,3505169993.0,26159346763.0,6171854298.0,18796013326.0,12720062491.0,413224042.0,327715980.0,175995694.0,40392230.0,1236594971.0,4683307832.0,4465265855.0,60508827.0,218041977.0,16073056728.0,14003965648.0,0.0,0.0,13328061705.0,11129803779.0,2400000000.0,2198257926.0,1057400000.0,7428302855.0,3636805109.0,255.0,255.0,same
118,open,gyeongbuk,114,20080530,163.0,hospital,5584965180.0,212104749.0,5455168717.0,3135278630.0,58981497.0,145958141.0,110144833.0,0.0,-169284930.0,1972583861.0,1949123439.0,0.0,23460422.0,2654685142.0,2451661725.0,47000000.0,0.0,3531760444.0,2941760444.0,2301543647.0,590000000.0,590000000.0,1095508559.0,0.0,5817386570.0,221254968.0,5012443789.0,2914010499.0,38853342.0,155139423.0,116388791.0,0.0,467401732.0,1909348753.0,1887445985.0,0.0,21902768.0,2778640660.0,2595580521.0,78200000.0,0.0,3339528424.0,2424528424.0,1823755409.0,915000000.0,915000000.0,1348460989.0,0.0,86.0,84.0,same
119,open,gyeonggi,97,20061206,30.0,nursing_hospital,6017543490.0,199965460.0,5519678118.0,3215997040.0,74068997.0,58518818.0,29253542.0,48853470.0,264596621.0,2860018082.0,2850313557.0,811037296.0,9704525.0,6621404275.0,6453724275.0,167680000.0,0.0,4141693250.0,2563562206.0,2290219715.0,1578131044.0,0.0,5339729107.0,1829240804.0,5737160246.0,197662210.0,4972290965.0,2999324224.0,33415440.0,247901144.0,31614504.0,0.0,352721367.0,2742721097.0,2733263097.0,736613528.0,9458000.0,6526893835.0,6406893835.0,120000000.0,0.0,4194482446.0,2609728604.0,2300000000.0,1584753842.0,0.0,5075132486.0,1564644183.0,71.0,71.0,same
120,open,gangwon,112,20110718,66.0,hospital,2873145560.0,244796391.0,2189079494.0,1208682720.0,52266015.0,105878659.0,99452659.0,58497930.0,327159101.0,2186703392.0,2170423489.0,677270215.0,16279903.0,4041589614.0,4006259614.0,35330000.0,0.0,2541673060.0,2318343060.0,2252718950.0,223330000.0,73330000.0,3686619946.0,650795846.0,2614371550.0,190179252.0,2290276109.0,1236662310.0,51723547.0,106243107.0,104493107.0,5907600.0,73489029.0,1933259246.0,1896808573.0,673599949.0,36450673.0,4050064014.0,4015064014.0,35000000.0,0.0,2623862415.0,2393862415.0,2344142507.0,230000000.0,80000000.0,3359460845.0,323636745.0,41.0,41.0,same
127,open,gyeongbuk,54,20060417,87.0,hospital,6468678065.0,4520545589.0,1933533374.0,515932760.0,146463658.0,152276743.0,141753364.0,2451390.0,6334627.0,1335211164.0,1245165202.0,83630.0,90045962.0,5223117354.0,5071816661.0,102654000.0,0.0,4929773900.0,2929773900.0,2163677626.0,2000000000.0,2000000000.0,1628554618.0,130184688.0,6885203728.0,4654284727.0,2189146055.0,524660770.0,146061731.0,166824678.0,150749976.0,4181640.0,16828359.0,1137819649.0,1045518656.0,24900.0,92300993.0,5340485530.0,5179330680.0,107654000.0,0.0,4856085188.0,2856085188.0,1954685732.0,2000000000.0,2000000000.0,1622219991.0,123850061.0,80.0,80.0,same
128,open,daejeon,47,20021119,197.0,nursing_hospital,4420913028.0,105623633.0,3848483874.0,2026642320.0,49969590.0,75454097.0,72654097.0,44756120.0,396564894.0,2835288459.0,2832106922.0,988025310.0,3181537.0,2676634580.0,2434302752.0,20158400.0,0.0,2252128208.0,2252128208.0,2139742158.0,0.0,0.0,3259794831.0,0.0,4082855564.0,108809529.0,3680018977.0,1871455564.0,61466338.0,97073279.0,75699266.0,81386380.0,177033737.0,2610594680.0,2607010661.0,980304272.0,3584019.0,2530174906.0,2321854723.0,20158400.0,0.0,2277539649.0,2274745776.0,2158084068.0,2793873.0,0.0,2863229937.0,0.0,64.0,71.0,same
129,open,ulsan,126,20040212,54.0,hospital,4513667860.0,355488516.0,3652253939.0,2205043025.0,14385234.0,109491484.0,106730634.0,0.0,410819155.0,1018987392.0,982736072.0,0.0,36251320.0,1686221377.0,1634221377.0,52000000.0,0.0,2348021544.0,2320868591.0,2137387717.0,27152953.0,0.0,357187225.0,0.0,6066270647.0,383503696.0,5594760357.0,3173546613.0,6453360.0,83811547.0,78474532.0,0.0,10648407.0,964320370.0,889506309.0,2049330.0,72814061.0,1633923321.0,1581923321.0,52000000.0,0.0,2651875621.0,2624722668.0,2407803520.0,27152953.0,0.0,-53631930.0,0.0,50.0,50.0,same
132,open,daegu,45,20060310,110.0,nursing_hospital,4069134051.0,169258723.0,3693896979.0,2163616503.0,27824177.0,54801070.0,52601070.0,18137747.0,160863709.0,2047184021.0,2030600021.0,606836120.0,16584000.0,5869344722.0,5713886520.0,46214306.0,0.0,2391937264.0,2174661554.0,2059224407.0,217275710.0,0.0,5524591479.0,0.0,3741192610.0,167704435.0,3360001732.0,2026980412.0,17528185.0,61981395.0,60381395.0,17450307.0,151582926.0,1741058612.0,1725816612.0,547839174.0,15242000.0,6222678762.0,6095813591.0,46214306.0,0.0,2387106119.0,2169998073.0,1908475270.0,217108046.0,0.0,5576631255.0,0.0,60.0,58.0,same
134,open,choongnam,78,19880603,64.0,hospital,4402779495.0,719458530.0,4131517858.0,2436024468.0,421766030.0,402413737.0,337684720.0,3691536.0,-432536136.0,1721583843.0,1633399873.0,603445494.0,88183970.0,6818070056.0,6769058056.0,18200000.0,0.0,6433266635.0,4233266635.0,2007824357.0,2200000000.0,0.0,2106387264.0,0.0,4359137106.0,866987735.0,4056508299.0,2305598766.0,200502914.0,142428505.0,130172290.0,7968260.0,-514252779.0,1443893244.0,1429874912.0,377644445.0,14018332.0,6921974330.0,6887962330.0,8200000.0,0.0,5826944174.0,3626944174.0,1547920775.0,2200000000.0,0.0,2538923400.0,0.0,53.0,53.0,same
135,open,gangwon,164,19970418,172.0,hospital,18602588959.0,1378328519.0,16696997338.0,8523267168.0,17986332.0,278064409.0,188321117.0,16527773.0,250657252.0,4129848379.0,3960591865.0,0.0,169256514.0,5781986034.0,2678973434.0,3103012600.0,0.0,6366711463.0,3516711463.0,1986384255.0,2850000000.0,2850000000.0,3545122950.0,0.0,18011662834.0,1397386289.0,16148732299.0,8357744240.0,22433366.0,290264863.0,209721303.0,9653593.0,188059156.0,3913591400.0,3696814709.0,0.0,216776691.0,5669110425.0,2566097825.0,3103012600.0,0.0,6288236127.0,4787716127.0,2937222145.0,1500520000.0,520000.0,3294465698.0,0.0,126.0,142.0,same
136,open,gyeongnam,157,20090113,123.0,hospital,5922176260.0,762561904.0,5051605358.0,2985940278.0,17358432.0,159215313.0,159015213.0,0.0,-33847883.0,664604194.0,634665288.0,498266469.0,22654832.0,7606982891.0,7596107891.0,10875000.0,0.0,7337092616.0,2425412616.0,1980000000.0,4911680000.0,4911680000.0,934494469.0,0.0,5648996833.0,667080956.0,4864155040.0,2899442725.0,24135944.0,185302534.0,172551294.0,1459540.0,-44865293.0,650844146.0,613932511.0,430043507.0,22619926.0,7632903788.0,7622028788.0,10875000.0,0.0,7315405582.0,2015405582.0,1630000000.0,5300000000.0,5300000000.0,968342352.0,0.0,62.0,62.0,same
137,open,busan,65,20130722,139.0,nursing_hospital,3912308309.0,0.0,3724445009.0,2159346219.0,9022072.0,185585780.0,149867274.0,123210.0,11176382.0,1471783177.0,1453863267.0,1443258772.0,17919910.0,8518971504.0,8513671504.0,5300000.0,0.0,5486341145.0,3786341145.0,1968923110.0,1700000000.0,1700000000.0,4504413536.0,0.0,3955570620.0,0.0,3807856500.0,2097622279.0,17499934.0,153671725.0,153671725.0,248270.0,11294059.0,1213366305.0,1199564450.0,1066108655.0,13801855.0,8434005204.0,8428705204.0,5300000.0,0.0,5154134355.0,3454134355.0,2020000000.0,1700000000.0,1700000000.0,4493237154.0,0.0,67.0,68.0,change
138,open,busan,70,20110526,52.0,nursing_hospital,4514215440.0,0.0,4036410518.0,2154045230.0,29509819.0,400042611.0,62144223.0,13738530.0,93533600.0,1917868196.0,1917868196.0,1138467706.0,0.0,3795393423.0,3375544415.0,418675000.0,0.0,2328117738.0,2328117738.0,1932381274.0,0.0,0.0,3385143881.0,0.0,2856027172.0,0.0,2734692801.0,1489055218.0,21921196.0,59745257.0,40854754.0,0.0,83510310.0,1607549900.0,1607549900.0,1113677908.0,0.0,3864472049.0,3445796072.0,417675000.0,0.0,2180411668.0,2180411668.0,1986221274.0,0.0,0.0,3291610281.0,0.0,27.0,27.0,same
139,open,busan,66,20070125,159.0,nursing_hospital,4510755010.0,176041710.0,3833858032.0,2393067500.0,46397182.0,439303365.0,55308705.0,31793780.0,76155305.0,509781961.0,494548033.0,324429480.0,15233928.0,6825751273.0,5484709623.0,206960000.0,0.0,3552619390.0,2158733226.0,1796019486.0,1393886164.0,0.0,3782913844.0,1843579110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,80.0,same
140, close,gyeongbuk,114,20070420,203.0,hospital,5423356760.0,0.0,5212041365.0,2958249630.0,23843435.0,128888619.0,128638631.0,11620200.0,94650011.0,2851342587.0,2734710577.0,1085357366.0,116632010.0,5453158237.0,5438850237.0,0.0,0.0,4457666685.0,1864666685.0,1750000000.0,2590000000.0,2590000000.0,3846834139.0,0.0,5073663325.0,0.0,4984086235.0,3060033500.0,40391187.0,129291122.0,128791122.0,10915720.0,-10238565.0,1181462740.0,1161359150.0,831461710.0,20103590.0,5304340847.0,5290032847.0,0.0,0.0,2733619459.0,140619459.0,0.0,2590000000.0,2590000000.0,3752184128.0,0.0,,,
141,open,daejeon,50,20070528,82.0,hospital,5018611488.0,1335988277.0,3368630616.0,2298262081.0,0.0,0.0,0.0,0.0,313992595.0,2303746422.0,2201712042.0,309019196.0,102034380.0,2669820503.0,2455169124.0,0.0,0.0,2792441124.0,2792441124.0,1739424826.0,0.0,0.0,2181125801.0,0.0,4202149765.0,1075506436.0,2851425455.0,1919977875.0,73223867.0,247272640.0,67733040.0,0.0,101169101.0,1544947009.0,1439524429.0,339857969.0,105422580.0,2742002257.0,2571980621.0,0.0,0.0,2225671230.0,2225671230.0,1427588891.0,0.0,0.0,2061278036.0,0.0,62.0,62.0,same
144,open,daejeon,48,20061107,151.0,nursing_hospital,4864303400.0,210410492.0,4351809420.0,2026782710.0,69291950.0,69713374.0,69112374.0,57444700.0,244217364.0,4347935440.0,4333035623.0,402771070.0,14899817.0,2302618910.0,2102793572.0,199825338.0,0.0,4061217029.0,2200383695.0,1687416881.0,1860833334.0,990000000.0,2589337321.0,0.0,4695528403.0,216675520.0,4240156629.0,1888816750.0,57429663.0,31953991.0,31353991.0,7810050.0,256361876.0,2512343330.0,2490427355.0,420980580.0,21915975.0,1740905791.0,1568485791.0,172420000.0,0.0,1908129164.0,1277295830.0,930000000.0,630833334.0,0.0,2345119957.0,0.0,46.0,46.0,change
145,open,gyeongnam,32,20080804,172.0,hospital,15806789758.0,1884745792.0,13380477996.0,6363400069.0,67783672.0,535667631.0,251712340.0,0.0,73682011.0,3211316609.0,2942550720.0,1753750509.0,174371656.0,14670638489.0,14197103423.0,2000000.0,0.0,13152880675.0,4211829928.0,1683333334.0,8941050747.0,7000000000.0,4729074423.0,0.0,16464484050.0,1805124969.0,14852795932.0,7418066156.0,32624532.0,277527657.0,271746312.0,0.0,-438339976.0,3034115228.0,2865788728.0,1742664838.0,168326500.0,12562146664.0,12008584850.0,307000000.0,0.0,10940869480.0,4527907462.0,1500000000.0,6412962018.0,5000000000.0,4655392412.0,0.0,164.0,158.0,same
147,open,gyeonggi,96,20101118,79.0,nursing_hospital,4876152720.0,845017989.0,3594048070.0,1541308057.0,84157346.0,216277784.0,176166864.0,0.0,304966223.0,1545362015.0,1501232265.0,634865120.0,44129750.0,5993144115.0,4471767853.0,1321376262.0,0.0,3112913269.0,1976137436.0,1672665000.0,1136775833.0,1136775833.0,4425592861.0,0.0,5219541410.0,896585163.0,3714802708.0,1505102513.0,161973225.0,134623408.0,124922593.0,146669963.0,488833393.0,2777675878.0,2752716078.0,768553966.0,24959800.0,4291303053.0,3814303053.0,277000000.0,0.0,2745397819.0,1384138283.0,1076344442.0,1361259536.0,1361259536.0,4323581112.0,0.0,42.0,42.0,same
